Iteration,Learning Rate,Total Error,Number Correct
125,0.392307692,60.11629437,1
126,0.392307692,59.86671275,1
127,0.392307692,59.5755591,1
128,0.392307692,59.4715242,1
129,0.392307692,59.43953143,1
130,0.392307692,59.42036115,1
131,0.392307692,59.40382934,1
132,0.392307692,59.38597883,1
133,0.392307692,59.36334905,1
134,0.392307692,59.33055796,1
135,0.392307692,59.27649864,1
136,0.392307692,59.17508565,1
137,0.392307692,58.97131965,1
138,0.392307692,58.667614,1
139,0.392307692,58.51372368,1
140,0.392307692,58.47793052,1
141,0.392307692,58.46345018,1
142,0.392307692,58.45528933,1
143,0.392307692,58.4498231,1
144,0.392307692,58.44575461,1
145,0.392307692,58.44250455,1
146,0.392307692,58.43977407,1
147,0.392307692,58.43739224,1
148,0.392307692,58.43525332,1
149,0.392307692,58.43328751,1
150,0.392307692,58.43144608,1
151,0.392307692,58.42969322,1
152,0.392307692,58.42800126,1
153,0.392307692,58.42634769,1
154,0.392307692,58.42471325,1
155,0.392307692,58.4230805,1
156,0.392307692,58.42143282,1
157,0.392307692,58.4197535,1
158,0.392307692,58.41802491,1
159,0.392307692,58.41622763,1
160,0.392307692,58.4143394,1
161,0.392307692,58.41233393,1
162,0.392307692,58.41017913,1
163,0.392307692,58.40783491,1
164,0.392307692,58.4052498,1
165,0.392307692,58.4023562,1
166,0.392307692,58.39906296,1
167,0.392307692,58.39524392,1
168,0.392307692,58.39071915,1
169,0.392307692,58.38522329,1
170,0.392307692,58.37834958,1
171,0.392307692,58.36944519,1
172,0.392307692,58.3574036,1
173,0.392307692,58.34022089,1
174,0.392307692,58.3139663,1
175,0.392307692,58.27017856,1
176,0.392307692,58.18894887,1
177,0.392307692,58.02431011,1
178,0.392307692,57.7344884,1
179,0.392307692,57.51734319,1
180,0.392307692,57.4653289,1
181,0.392307692,57.44797324,1
182,0.392307692,57.43921541,1
183,0.392307692,57.43378452,1
184,0.392307692,57.4299699,1
185,0.392307692,57.42705299,1
186,0.392307692,57.42467915,1
187,0.392307692,57.4226525,1
188,0.392307692,57.42085513,1
189,0.392307692,57.41921085,1
190,0.392307692,57.41766717,1
191,0.392307692,57.41618564,1
192,0.392307692,57.41473626,1
193,0.392307692,57.41329401,1
194,0.392307692,57.41183654,1
195,0.392307692,57.41034243,1
196,0.392307692,57.4087898,1
197,0.392307692,57.40715494,1
198,0.392307692,57.40541081,1
199,0.392307692,57.40352532,1
200,0.392307692,57.40145896,1
201,0.392307692,57.39916158,1
202,0.392307692,57.39656775,1
203,0.392307692,57.39358974,1
204,0.392307692,57.39010653,1
205,0.392307692,57.38594622,1
206,0.392307692,57.38085628,1
207,0.392307692,57.37445129,1
208,0.392307692,57.366116,1
209,0.392307692,57.35481428,1
210,0.392307692,57.33868472,1
211,0.392307692,57.31411146,1
212,0.392307692,57.27339634,1
213,0.392307692,57.19857635,1
214,0.392307692,57.04743985,1
215,0.392307692,56.76925663,1
216,0.392307692,56.52922433,1
217,0.392307692,56.46759644,1
218,0.392307692,56.44873829,1
219,0.392307692,56.43973906,1
220,0.392307692,56.43442333,1
221,0.392307692,56.43087025,1
222,0.392307692,56.42829386,1
223,0.392307692,56.42631406,1
224,0.392307692,56.42472496,1
225,0.392307692,56.4234055,1
226,0.392307692,56.4222799,1
227,0.392307692,56.4212983,1
228,0.392307692,56.42042658,1
229,0.392307692,56.4196406,1
230,0.392307692,56.4189228,1
231,0.392307692,56.41826008,1
232,0.392307692,56.41764248,1
233,0.392307692,56.41706226,1
234,0.392307692,56.41651336,1
235,0.392307692,56.41599089,1
236,0.392307692,56.41549094,1
237,0.392307692,56.41501025,1
238,0.392307692,56.41454616,1
239,0.392307692,56.41409642,1
240,0.392307692,56.41365913,1
241,0.392307692,56.41323267,1
242,0.392307692,56.41281563,1
243,0.392307692,56.41240681,1
244,0.392307692,56.41200513,1
245,0.392307692,56.41160965,1
246,0.392307692,56.41121954,1
247,0.392307692,56.41083404,1
248,0.392307692,56.41045246,1
249,0.392307692,56.41007419,1
250,0.392307692,56.40969865,1
251,0.392307692,56.4093253,1
252,0.392307692,56.40895366,1
253,0.392307692,56.40858325,1
254,0.392307692,56.40821362,1
255,0.392307692,56.40784436,1
256,0.392307692,56.40747505,1
257,0.392307692,56.40710529,1
258,0.392307692,56.4067347,1
259,0.392307692,56.40636288,1
260,0.392307692,56.40598945,1
261,0.392307692,56.40561403,1
262,0.392307692,56.40523624,1
263,0.392307692,56.40485568,1
264,0.392307692,56.40447195,1
265,0.392307692,56.40408464,1
266,0.392307692,56.40369334,1
267,0.392307692,56.4032976,1
268,0.392307692,56.40289697,1
269,0.392307692,56.40249097,1
270,0.392307692,56.4020791,1
271,0.392307692,56.40166083,1
272,0.392307692,56.4012356,1
273,0.392307692,56.40080281,1
274,0.392307692,56.40036182,1
275,0.392307692,56.39991195,1
276,0.392307692,56.39945246,1
277,0.392307692,56.39898254,1
278,0.392307692,56.39850135,1
279,0.392307692,56.39800794,1
280,0.392307692,56.39750128,1
281,0.392307692,56.39698025,1
282,0.392307692,56.3964436,1
283,0.392307692,56.39588999,1
284,0.392307692,56.39531789,1
285,0.392307692,56.39472563,1
286,0.392307692,56.39411132,1
287,0.392307692,56.39347286,1
288,0.392307692,56.39280787,1
289,0.392307692,56.39211368,1
290,0.392307692,56.39138722,1
291,0.392307692,56.39062502,1
292,0.392307692,56.38982304,1
293,0.392307692,56.38897667,1
294,0.392307692,56.3880805,1
295,0.392307692,56.38712822,1
296,0.392307692,56.38611237,1
297,0.392307692,56.38502409,1
298,0.392307692,56.38385277,1
299,0.392307692,56.38258555,1
300,0.392307692,56.38120673,1
301,0.392307692,56.37969692,1
302,0.392307692,56.37803185,1
303,0.392307692,56.37618079,1
304,0.392307692,56.37410418,1
305,0.392307692,56.37175031,1
306,0.392307692,56.36905023,1
307,0.392307692,56.36591007,1
308,0.392307692,56.36219884,1
309,0.392307692,56.35772853,1
310,0.392307692,56.35222025,1
311,0.392307692,56.34524388,1
312,0.392307692,56.33610467,1
313,0.392307692,56.32361599,1
314,0.392307692,56.30560942,1
315,0.392307692,56.27778528,1
316,0.392307692,56.23077747,1
317,0.392307692,56.14237675,1
318,0.392307692,55.96269078,1
319,0.392307692,55.6642796,1
320,0.392307692,55.47348913,1
321,0.392307692,55.42962588,1
322,0.392307692,55.41373031,1
323,0.392307692,55.40527954,1
324,0.392307692,55.39978807,1
325,0.392307692,55.39573591,1
326,0.392307692,55.39246551,1
327,0.392307692,55.38964334,1
328,0.392307692,55.38707893,1
329,0.392307692,55.38465205,1
330,0.392307692,55.38227925,1
331,0.392307692,55.37989688,1
332,0.392307692,55.3774513,1
333,0.392307692,55.37489278,1
334,0.392307692,55.37217085,1
335,0.392307692,55.36923026,1
336,0.392307692,55.36600658,1
337,0.392307692,55.36242081,1
338,0.392307692,55.35837191,1
339,0.392307692,55.35372575,1
340,0.392307692,55.34829777,1
341,0.392307692,55.34182446,1
342,0.392307692,55.3339141,1
343,0.392307692,55.32395671,1
344,0.392307692,55.31094953,1
345,0.392307692,55.2931331,1
346,0.392307692,55.26716852,1
347,0.392307692,55.22610611,1
348,0.392307692,55.15401594,1
349,0.392307692,55.01307725,1
350,0.392307692,54.74594802,1
351,0.392307692,54.47250888,1
352,0.392307692,54.38510885,1
353,0.392307692,54.35103079,1
354,0.392307692,54.32427283,1
355,0.392307692,54.29444491,1
356,0.392307692,54.25385395,1
357,0.392307692,54.18980692,1
358,0.392307692,54.07419062,1
359,0.392307692,53.84874548,1
360,0.392307692,53.51216092,1
361,0.392307692,53.30159654,1
362,0.392307692,53.14941353,1
363,0.392307692,52.90134156,1
364,0.392307692,52.60345709,1
365,0.392307692,52.49196637,1
366,0.392307692,52.4625806,1
367,0.392307692,52.44922348,1
368,0.392307692,52.44138535,1
369,0.392307692,52.4361353,1
370,0.392307692,52.4323246,1
371,0.392307692,52.42940527,1
372,0.392307692,52.42708031,1
373,0.392307692,52.42517365,1
374,0.392307692,52.42357372,1
375,0.392307692,52.42220608,1
376,0.392307692,52.42101905,1
377,0.392307692,52.41997546,1
378,0.392307692,52.41904791,1
379,0.392307692,52.41821567,1
380,0.392307692,52.41746275,1
381,0.392307692,52.41677662,1
382,0.392307692,52.4161473,1
383,0.392307692,52.41556672,1
384,0.392307692,52.41502832,1
385,0.392307692,52.41452665,1
386,0.392307692,52.4140572,1
387,0.392307692,52.41361616,1
388,0.392307692,52.41320031,1
389,0.392307692,52.4128069,1
390,0.392307692,52.41243356,1
391,0.392307692,52.41207825,1
392,0.392307692,52.41173921,1
393,0.392307692,52.41141487,1
394,0.392307692,52.41110388,1
395,0.392307692,52.41080504,1
396,0.392307692,52.41051728,1
397,0.392307692,52.41023965,1
398,0.392307692,52.40997131,1
399,0.392307692,52.4097115,1
400,0.392307692,52.40945953,1
401,0.392307692,52.4092148,1
402,0.392307692,52.40897674,1
403,0.392307692,52.40874484,1
404,0.392307692,52.40851865,1
405,0.392307692,52.40829775,1
406,0.392307692,52.40808173,1
407,0.392307692,52.40787027,1
408,0.392307692,52.40766301,1
409,0.392307692,52.40745967,1
410,0.392307692,52.40725995,1
411,0.392307692,52.40706361,1
412,0.392307692,52.4068704,1
413,0.392307692,52.4066801,1
414,0.392307692,52.40649248,1
415,0.392307692,52.40630736,1
416,0.392307692,52.40612455,1
417,0.392307692,52.40594387,1
418,0.392307692,52.40576516,1
419,0.392307692,52.40558825,1
420,0.392307692,52.40541301,1
421,0.392307692,52.40523928,1
422,0.392307692,52.40506693,1
423,0.392307692,52.40489583,1
424,0.392307692,52.40472586,1
425,0.392307692,52.40455689,1
426,0.392307692,52.40438882,1
427,0.392307692,52.40422152,1
428,0.392307692,52.40405488,1
429,0.392307692,52.4038888,1
430,0.392307692,52.40372319,1
431,0.392307692,52.40355792,1
432,0.392307692,52.40339291,1
433,0.392307692,52.40322805,1
434,0.392307692,52.40306326,1
435,0.392307692,52.40289842,1
436,0.392307692,52.40273345,1
437,0.392307692,52.40256824,1
438,0.392307692,52.40240271,1
439,0.392307692,52.40223676,1
440,0.392307692,52.40207028,1
441,0.392307692,52.40190319,1
442,0.392307692,52.40173539,1
443,0.392307692,52.40156677,1
444,0.392307692,52.40139723,1
445,0.392307692,52.40122667,1
446,0.392307692,52.40105498,1
447,0.392307692,52.40088206,1
448,0.392307692,52.4007078,1
449,0.392307692,52.40053207,1
450,0.392307692,52.40035477,1
451,0.392307692,52.40017577,1
452,0.392307692,52.39999494,1
453,0.392307692,52.39981216,1
454,0.392307692,52.39962728,1
455,0.392307692,52.39944018,1
456,0.392307692,52.39925069,1
457,0.392307692,52.39905867,1
458,0.392307692,52.39886394,1
459,0.392307692,52.39866636,1
460,0.392307692,52.39846573,1
461,0.392307692,52.39826186,1
462,0.392307692,52.39805457,1
463,0.392307692,52.39784364,1
464,0.392307692,52.39762884,1
465,0.392307692,52.39740996,1
466,0.392307692,52.39718673,1
467,0.392307692,52.39695889,1
468,0.392307692,52.39672617,1
469,0.392307692,52.39648826,1
470,0.392307692,52.39624484,1
471,0.392307692,52.39599558,1
472,0.392307692,52.3957401,1
473,0.392307692,52.395478,1
474,0.392307692,52.39520888,1
475,0.392307692,52.39493226,1
476,0.392307692,52.39464766,1
477,0.392307692,52.39435455,1
478,0.392307692,52.39405235,1
479,0.392307692,52.39374044,1
480,0.392307692,52.39341813,1
481,0.392307692,52.39308469,1
482,0.392307692,52.3927393,1
483,0.392307692,52.3923811,1
484,0.392307692,52.39200909,1
485,0.392307692,52.39162223,1
486,0.392307692,52.39121933,1
487,0.392307692,52.39079909,1
488,0.392307692,52.39036008,1
489,0.392307692,52.3899007,1
490,0.392307692,52.38941916,1
491,0.392307692,52.38891347,1
492,0.392307692,52.3883814,1
493,0.392307692,52.38782041,1
494,0.392307692,52.38722767,1
495,0.392307692,52.38659992,1
496,0.392307692,52.38593349,1
497,0.392307692,52.38522413,1
498,0.392307692,52.38446697,1
499,0.392307692,52.38365638,1
500,0.392307692,52.38278576,1
501,0.392307692,52.38184742,1
502,0.392307692,52.38083225,1
503,0.392307692,52.37972942,1
504,0.392307692,52.37852596,1
505,0.392307692,52.37720615,1
506,0.392307692,52.37575079,1
507,0.392307692,52.37413615,1
508,0.392307692,52.37233254,1
509,0.392307692,52.37030229,1
510,0.392307692,52.36799691,1
511,0.392307692,52.36535285,1
512,0.392307692,52.36228512,1
513,0.392307692,52.35867754,1
514,0.392307692,52.35436701,1
515,0.392307692,52.34911748,1
516,0.392307692,52.34257479,1
517,0.392307692,52.33418445,1
518,0.392307692,52.32303266,1
519,0.392307692,52.3075171,1
520,0.392307692,52.28460893,1
521,0.392307692,52.2480471,1
522,0.392307692,52.18358445,1
523,0.392307692,52.05713473,1
524,0.392307692,51.80965515,1
525,0.392307692,51.52374308,1
526,0.392307692,51.42506191,1
527,0.392307692,51.39594467,1
528,0.392307692,51.37919201,1
529,0.392307692,51.36501782,1
530,0.392307692,51.34973375,1
531,0.392307692,51.33028329,1
532,0.392307692,51.30211935,1
533,0.392307692,51.25614852,1
534,0.392307692,51.17132517,1
535,0.392307692,50.99981709,1
536,0.392307692,50.70553067,1
537,0.392307692,50.50004912,1
538,0.392307692,50.45212446,1
539,0.392307692,50.43574805,1
540,0.392307692,50.42751816,1
541,0.392307692,50.42252782,1
542,0.392307692,50.41915121,1
543,0.392307692,50.41669645,1
544,0.392307692,50.41481928,1
545,0.392307692,50.41332894,1
546,0.392307692,50.41211102,1
547,0.392307692,50.41109265,1
548,0.392307692,50.41022512,1
549,0.392307692,50.4094746,1
550,0.392307692,50.4088168,1
551,0.392307692,50.40823382,1
552,0.392307692,50.40771219,1
553,0.392307692,50.40724149,1
554,0.392307692,50.40681362,1
555,0.392307692,50.4064221,1
556,0.392307692,50.40606173,1
557,0.392307692,50.40572828,1
558,0.392307692,50.40541823,1
559,0.392307692,50.4051287,1
560,0.392307692,50.40485723,1
561,0.392307692,50.40460177,1
562,0.392307692,50.40436054,1
563,0.392307692,50.40413205,1
564,0.392307692,50.40391499,1
565,0.392307692,50.40370823,1
566,0.392307692,50.40351078,1
567,0.392307692,50.40332178,1
568,0.392307692,50.40314046,1
569,0.392307692,50.40296615,1
570,0.392307692,50.40279825,1
571,0.392307692,50.40263623,1
572,0.392307692,50.4024796,1
573,0.392307692,50.40232793,1
574,0.392307692,50.40218085,1
575,0.392307692,50.402038,1
576,0.392307692,50.40189905,1
577,0.392307692,50.40176373,1
578,0.392307692,50.40163177,1
579,0.392307692,50.40150293,1
580,0.392307692,50.40137699,1
581,0.392307692,50.40125375,1
582,0.392307692,50.40113301,1
583,0.392307692,50.40101461,1
584,0.392307692,50.4008984,1
585,0.392307692,50.40078421,1
586,0.392307692,50.40067192,1
587,0.392307692,50.4005614,1
588,0.392307692,50.40045252,1
589,0.392307692,50.40034518,1
590,0.392307692,50.40023927,1
591,0.392307692,50.4001347,1
592,0.392307692,50.40003137,1
593,0.392307692,50.3999292,1
594,0.392307692,50.39982809,1
595,0.392307692,50.39972799,1
596,0.392307692,50.3996288,1
597,0.392307692,50.39953047,1
598,0.392307692,50.39943292,1
599,0.392307692,50.39933609,1
600,0.392307692,50.39923992,1
601,0.392307692,50.39914435,1
602,0.392307692,50.39904932,1
603,0.392307692,50.39895478,1
604,0.392307692,50.39886068,1
605,0.392307692,50.39876697,1
606,0.392307692,50.39867359,1
607,0.392307692,50.3985805,1
608,0.392307692,50.39848765,1
609,0.392307692,50.39839499,1
610,0.392307692,50.39830249,1
611,0.392307692,50.39821009,1
612,0.392307692,50.39811775,1
613,0.392307692,50.39802543,1
614,0.392307692,50.39793309,1
615,0.392307692,50.39784068,1
616,0.392307692,50.39774816,1
617,0.392307692,50.39765549,1
618,0.392307692,50.39756263,1
619,0.392307692,50.39746954,1
620,0.392307692,50.39737617,1
621,0.392307692,50.39728247,1
622,0.392307692,50.39718842,1
623,0.392307692,50.39709395,1
624,0.392307692,50.39699904,1
625,0.392307692,50.39690362,1
626,0.392307692,50.39680767,1
627,0.392307692,50.39671112,1
628,0.392307692,50.39661394,1
629,0.392307692,50.39651607,1
630,0.392307692,50.39641746,1
631,0.392307692,50.39631807,1
632,0.392307692,50.39621782,1
633,0.392307692,50.39611668,1
634,0.392307692,50.39601459,1
635,0.392307692,50.39591147,1
636,0.392307692,50.39580728,1
637,0.392307692,50.39570194,1
638,0.392307692,50.3955954,1
639,0.392307692,50.39548758,1
640,0.392307692,50.3953784,1
641,0.392307692,50.39526779,1
642,0.392307692,50.39515568,1
643,0.392307692,50.39504197,1
644,0.392307692,50.39492658,1
645,0.392307692,50.39480941,1
646,0.392307692,50.39469036,1
647,0.392307692,50.39456934,1
648,0.392307692,50.39444624,1
649,0.392307692,50.39432093,1
650,0.392307692,50.39419329,1
651,0.392307692,50.39406319,1
652,0.392307692,50.3939305,1
653,0.392307692,50.39379506,1
654,0.392307692,50.39365672,1
655,0.392307692,50.39351531,1
656,0.392307692,50.39337064,1
657,0.392307692,50.39322254,1
658,0.392307692,50.39307078,1
659,0.392307692,50.39291514,1
660,0.392307692,50.3927554,1
661,0.392307692,50.39259128,1
662,0.392307692,50.39242252,1
663,0.392307692,50.3922488,1
664,0.392307692,50.39206981,1
665,0.392307692,50.39188519,1
666,0.392307692,50.39169456,1
667,0.392307692,50.39149749,1
668,0.392307692,50.39129354,1
669,0.392307692,50.39108219,1
670,0.392307692,50.39086291,1
671,0.392307692,50.39063508,1
672,0.392307692,50.39039806,1
673,0.392307692,50.3901511,1
674,0.392307692,50.38989339,1
675,0.392307692,50.38962404,1
676,0.392307692,50.38934205,1
677,0.392307692,50.3890463,1
678,0.392307692,50.38873553,1
679,0.392307692,50.38840835,1
680,0.392307692,50.38806317,1
681,0.392307692,50.38769819,1
682,0.392307692,50.38731139,1
683,0.392307692,50.38690044,1
684,0.392307692,50.38646269,1
685,0.392307692,50.38599506,1
686,0.392307692,50.38549403,1
687,0.392307692,50.38495546,1
688,0.392307692,50.38437455,1
689,0.392307692,50.38374562,1
690,0.392307692,50.38306196,1
691,0.392307692,50.38231553,1
692,0.392307692,50.3814967,1
693,0.392307692,50.38059375,1
694,0.392307692,50.37959233,1
695,0.392307692,50.37847469,1
696,0.392307692,50.3772186,1
697,0.392307692,50.37579589,1
698,0.392307692,50.37417031,1
699,0.392307692,50.37229454,1
700,0.392307692,50.37010563,1
701,0.392307692,50.36751813,1
702,0.392307692,50.36441339,1
703,0.392307692,50.3606221,1
704,0.392307692,50.35589502,1
705,0.392307692,50.34985147,1
706,0.392307692,50.34188392,1
707,0.392307692,50.33097035,1
708,0.392307692,50.31527764,1
709,0.392307692,50.29125269,1
710,0.392307692,50.25135011,1
711,0.392307692,50.17799916,1
712,0.392307692,50.02977977,1
713,0.392307692,49.7544025,1
714,0.392307692,49.50947496,1
715,0.392307692,49.44550957,1
716,0.392307692,49.42643788,1
717,0.392307692,49.41753881,1
718,0.392307692,49.41240617,1
719,0.392307692,49.40906615,1
720,0.392307692,49.40671542,1
721,0.392307692,49.40496682,1
722,0.392307692,49.40361119,1
723,0.392307692,49.40252578,1
724,0.392307692,49.40163388,1
725,0.392307692,49.40088514,1
726,0.392307692,49.40024513,1
727,0.392307692,49.39968957,1
728,0.392307692,49.3992008,1
729,0.392307692,49.39876569,1
730,0.392307692,49.39837428,1
731,0.392307692,49.39801888,1
732,0.392307692,49.39769344,1
733,0.392307692,49.39739314,1
734,0.392307692,49.39711411,1
735,0.392307692,49.39685317,1
736,0.392307692,49.39660771,1
737,0.392307692,49.39637556,1
738,0.392307692,49.39615487,1
739,0.392307692,49.39594411,1
740,0.392307692,49.39574194,1
741,0.392307692,49.39554721,1
742,0.392307692,49.39535895,1
743,0.392307692,49.39517626,1
744,0.392307692,49.3949984,1
745,0.392307692,49.39482467,1
746,0.392307692,49.39465447,1
747,0.392307692,49.39448725,1
748,0.392307692,49.39432252,1
749,0.392307692,49.39415981,1
750,0.392307692,49.39399871,1
751,0.392307692,49.39383883,1
752,0.392307692,49.3936798,1
753,0.392307692,49.39352127,1
754,0.392307692,49.39336292,1
755,0.392307692,49.39320442,1
756,0.392307692,49.39304548,1
757,0.392307692,49.39288578,1
758,0.392307692,49.39272504,1
759,0.392307692,49.39256297,1
760,0.392307692,49.39239926,1
761,0.392307692,49.39223362,1
762,0.392307692,49.39206576,1
763,0.392307692,49.39189535,1
764,0.392307692,49.39172208,1
765,0.392307692,49.39154562,1
766,0.392307692,49.39136562,1
767,0.392307692,49.39118173,1
768,0.392307692,49.39099355,1
769,0.392307692,49.39080068,1
770,0.392307692,49.39060269,1
771,0.392307692,49.39039911,1
772,0.392307692,49.39018944,1
773,0.392307692,49.38997315,1
774,0.392307692,49.38974965,1
775,0.392307692,49.38951829,1
776,0.392307692,49.3892784,1
777,0.392307692,49.3890292,1
778,0.392307692,49.38876985,1
779,0.392307692,49.38849943,1
780,0.392307692,49.38821692,1
781,0.392307692,49.38792116,1
782,0.392307692,49.38761089,1
783,0.392307692,49.38728467,1
784,0.392307692,49.38694091,1
785,0.392307692,49.38657777,1
786,0.392307692,49.38619321,1
787,0.392307692,49.38578488,1
788,0.392307692,49.38535008,1
789,0.392307692,49.38488574,1
790,0.392307692,49.38438827,1
791,0.392307692,49.38385352,1
792,0.392307692,49.38327664,1
793,0.392307692,49.38265191,1
794,0.392307692,49.38197254,1
795,0.392307692,49.38123045,1
796,0.392307692,49.38041591,1
797,0.392307692,49.37951711,1
798,0.392307692,49.37851956,1
799,0.392307692,49.37740534,1
800,0.392307692,49.376152,1
801,0.392307692,49.37473106,1
802,0.392307692,49.37310588,1
803,0.392307692,49.37122857,1
804,0.392307692,49.36903536,1
805,0.392307692,49.36643966,1
806,0.392307692,49.36332106,1
807,0.392307692,49.35950754,1
808,0.392307692,49.3547455,1
809,0.392307692,49.34864694,1
810,0.392307692,49.34059137,1
811,0.392307692,49.32953236,1
812,0.392307692,49.31358734,1
813,0.392307692,49.28909404,1
814,0.392307692,49.24824314,1
815,0.392307692,49.17278948,1
816,0.392307692,49.01994654,1
817,0.392307692,48.73998539,1
818,0.392307692,48.50325573,1
819,0.392307692,48.44346745,1
820,0.392307692,48.42516169,1
821,0.392307692,48.41652209,1
822,0.392307692,48.41151424,1
823,0.392307692,48.40824915,1
824,0.392307692,48.40595103,1
825,0.392307692,48.40424377,1
826,0.392307692,48.40292336,1
827,0.392307692,48.40186969,1
828,0.392307692,48.40100754,1
829,0.392307692,48.40028744,1
830,0.392307692,48.39967554,1
831,0.392307692,48.3991479,1
832,0.392307692,48.39868713,1
833,0.392307692,48.3982803,1
834,0.392307692,48.39791757,1
835,0.392307692,48.39759137,1
836,0.392307692,48.39729574,1
837,0.392307692,48.39702593,1
838,0.392307692,48.39677814,1
839,0.392307692,48.39654926,1
840,0.392307692,48.39633672,1
841,0.392307692,48.39613841,1
842,0.392307692,48.39595254,1
843,0.392307692,48.39577763,1
844,0.392307692,48.39561239,1
845,0.392307692,48.39545573,1
846,0.392307692,48.39530672,1
847,0.392307692,48.39516455,1
848,0.392307692,48.39502852,1
849,0.392307692,48.39489799,1
850,0.392307692,48.39477244,1
851,0.392307692,48.39465139,1
852,0.392307692,48.3945344,1
853,0.392307692,48.39442112,1
854,0.392307692,48.39431119,1
855,0.392307692,48.39420431,1
856,0.392307692,48.39410023,1
857,0.392307692,48.39399868,1
858,0.392307692,48.39389945,1
859,0.392307692,48.39380234,1
860,0.392307692,48.39370716,1
861,0.392307692,48.39361375,1
862,0.392307692,48.39352195,1
863,0.392307692,48.39343162,1
864,0.392307692,48.39334263,1
865,0.392307692,48.39325485,1
866,0.392307692,48.39316818,1
867,0.392307692,48.39308251,1
868,0.392307692,48.39299775,1
869,0.392307692,48.39291379,1
870,0.392307692,48.39283056,1
871,0.392307692,48.39274797,1
872,0.392307692,48.39266595,1
873,0.392307692,48.39258443,1
874,0.392307692,48.39250333,1
875,0.392307692,48.39242259,1
