Iteration,Learning Rate,Total Error,Number Correct
26088,0.276923077,26.1903299,16
26089,0.276923077,26.19009689,16
26090,0.276923077,26.18986328,16
26091,0.276923077,26.18962906,16
26092,0.276923077,26.18939423,16
26093,0.276923077,26.1891588,16
26094,0.276923077,26.18892276,16
26095,0.276923077,26.18868612,16
26096,0.276923077,26.18844888,16
26097,0.276923077,26.18821104,16
26098,0.276923077,26.18797259,16
26099,0.276923077,26.18773355,16
26100,0.276923077,26.1874939,16
26101,0.276923077,26.18725366,16
26102,0.276923077,26.18701281,16
26103,0.276923077,26.18677137,16
26104,0.276923077,26.18652933,16
26105,0.276923077,26.18628669,16
26106,0.276923077,26.18604346,16
26107,0.276923077,26.18579963,16
26108,0.276923077,26.1855552,16
26109,0.276923077,26.18531018,16
26110,0.276923077,26.18506457,16
26111,0.276923077,26.18481836,16
26112,0.276923077,26.18457155,16
26113,0.276923077,26.18432416,16
26114,0.276923077,26.18407616,16
26115,0.276923077,26.18382758,16
26116,0.276923077,26.1835784,16
26117,0.276923077,26.18332864,16
26118,0.276923077,26.18307827,16
26119,0.276923077,26.18282732,16
26120,0.276923077,26.18257578,16
26121,0.276923077,26.18232364,16
26122,0.276923077,26.18207092,16
26123,0.276923077,26.1818176,16
26124,0.276923077,26.18156369,16
26125,0.276923077,26.18130919,16
26126,0.276923077,26.1810541,16
26127,0.276923077,26.18079842,16
26128,0.276923077,26.18054215,16
26129,0.276923077,26.18028528,16
26130,0.276923077,26.18002783,16
26131,0.276923077,26.17976979,16
26132,0.276923077,26.17951115,16
26133,0.276923077,26.17925193,16
26134,0.276923077,26.17899211,16
26135,0.276923077,26.1787317,16
26136,0.276923077,26.1784707,16
26137,0.276923077,26.17820911,16
26138,0.276923077,26.17794693,16
26139,0.276923077,26.17768416,16
26140,0.276923077,26.1774208,16
26141,0.276923077,26.17715684,16
26142,0.276923077,26.17689229,16
26143,0.276923077,26.17662716,16
26144,0.276923077,26.17636142,16
26145,0.276923077,26.1760951,16
26146,0.276923077,26.17582818,16
26147,0.276923077,26.17556067,16
26148,0.276923077,26.17529257,16
26149,0.276923077,26.17502388,16
26150,0.276923077,26.17475459,16
26151,0.276923077,26.1744847,16
26152,0.276923077,26.17421423,16
26153,0.276923077,26.17394315,16
26154,0.276923077,26.17367149,16
26155,0.276923077,26.17339923,16
26156,0.276923077,26.17312637,16
26157,0.276923077,26.17285292,16
26158,0.276923077,26.17257887,16
26159,0.276923077,26.17230423,16
26160,0.276923077,26.17202899,16
26161,0.276923077,26.17175315,16
26162,0.276923077,26.17147672,16
26163,0.276923077,26.17119969,16
26164,0.276923077,26.17092206,16
26165,0.276923077,26.17064384,16
26166,0.276923077,26.17036501,16
26167,0.276923077,26.17008559,16
26168,0.276923077,26.16980557,16
26169,0.276923077,26.16952495,16
26170,0.276923077,26.16924373,16
26171,0.276923077,26.16896191,16
26172,0.276923077,26.16867949,16
26173,0.276923077,26.16839648,16
26174,0.276923077,26.16811286,16
26175,0.276923077,26.16782864,16
26176,0.276923077,26.16754382,16
26177,0.276923077,26.16725839,16
26178,0.276923077,26.16697237,16
26179,0.276923077,26.16668574,16
26180,0.276923077,26.16639852,16
26181,0.276923077,26.16611069,16
26182,0.276923077,26.16582225,16
26183,0.276923077,26.16553322,16
26184,0.276923077,26.16524358,16
26185,0.276923077,26.16495334,16
26186,0.276923077,26.16466249,16
26187,0.276923077,26.16437104,16
26188,0.276923077,26.16407898,16
26189,0.276923077,26.16378632,16
26190,0.276923077,26.16349306,16
26191,0.276923077,26.16319919,16
26192,0.276923077,26.16290472,16
26193,0.276923077,26.16260964,16
26194,0.276923077,26.16231395,16
26195,0.276923077,26.16201766,16
26196,0.276923077,26.16172076,16
26197,0.276923077,26.16142326,16
26198,0.276923077,26.16112514,16
26199,0.276923077,26.16082643,16
26200,0.276923077,26.1605271,16
26201,0.276923077,26.16022717,16
26202,0.276923077,26.15992663,16
26203,0.276923077,26.15962549,16
26204,0.276923077,26.15932373,16
26205,0.276923077,26.15902137,16
26206,0.276923077,26.1587184,16
26207,0.276923077,26.15841482,16
26208,0.276923077,26.15811064,16
26209,0.276923077,26.15780584,16
26210,0.276923077,26.15750044,16
26211,0.276923077,26.15719443,16
26212,0.276923077,26.15688781,16
26213,0.276923077,26.15658058,16
26214,0.276923077,26.15627274,16
26215,0.276923077,26.15596429,16
26216,0.276923077,26.15565524,16
26217,0.276923077,26.15534557,16
26218,0.276923077,26.15503529,16
26219,0.276923077,26.15472441,16
26220,0.276923077,26.15441292,16
26221,0.276923077,26.15410081,16
26222,0.276923077,26.1537881,16
26223,0.276923077,26.15347478,16
26224,0.276923077,26.15316085,16
26225,0.276923077,26.1528463,16
26226,0.276923077,26.15253115,16
26227,0.276923077,26.15221539,16
26228,0.276923077,26.15189902,16
26229,0.276923077,26.15158204,16
26230,0.276923077,26.15126445,16
26231,0.276923077,26.15094625,16
26232,0.276923077,26.15062744,16
26233,0.276923077,26.15030802,16
26234,0.276923077,26.14998799,16
26235,0.276923077,26.14966735,16
26236,0.276923077,26.14934611,16
26237,0.276923077,26.14902425,16
26238,0.276923077,26.14870178,16
26239,0.276923077,26.14837871,16
26240,0.276923077,26.14805502,16
26241,0.276923077,26.14773073,16
26242,0.276923077,26.14740582,16
26243,0.276923077,26.14708031,16
26244,0.276923077,26.14675419,16
26245,0.276923077,26.14642746,16
26246,0.276923077,26.14610012,16
26247,0.276923077,26.14577217,16
26248,0.276923077,26.14544361,16
26249,0.276923077,26.14511445,16
26250,0.276923077,26.14478468,16
26251,0.276923077,26.1444543,16
26252,0.276923077,26.14412331,16
26253,0.276923077,26.14379171,16
26254,0.276923077,26.14345951,16
26255,0.276923077,26.1431267,16
26256,0.276923077,26.14279328,16
26257,0.276923077,26.14245925,16
26258,0.276923077,26.14212462,16
26259,0.276923077,26.14178938,16
26260,0.276923077,26.14145354,16
26261,0.276923077,26.14111708,16
26262,0.276923077,26.14078003,16
26263,0.276923077,26.14044236,16
26264,0.276923077,26.1401041,16
26265,0.276923077,26.13976522,16
26266,0.276923077,26.13942574,16
26267,0.276923077,26.13908566,16
26268,0.276923077,26.13874497,16
26269,0.276923077,26.13840368,16
26270,0.276923077,26.13806178,16
26271,0.276923077,26.13771928,17
26272,0.269230769,26.12316373,16
26273,0.276923077,26.12709402,16
26274,0.276923077,26.13694829,17
26275,0.269230769,26.12092515,16
26276,0.276923077,26.12482088,16
26277,0.276923077,26.13466067,17
26278,0.269230769,26.11852247,16
26279,0.276923077,26.12258475,17
26280,0.269230769,26.11800787,16
26281,0.276923077,26.12101325,17
26282,0.269230769,26.116346,16
26283,0.276923077,26.11941722,17
26284,0.269230769,26.11472427,16
26285,0.276923077,26.11792382,17
26286,0.269230769,26.11324761,16
26287,0.276923077,26.11657445,17
26288,0.269230769,26.11192695,16
26289,0.276923077,26.11536236,17
26290,0.269230769,26.11074406,16
26291,0.276923077,26.11426648,17
26292,0.269230769,26.1096737,16
26293,0.276923077,26.1132638,17
26294,0.269230769,26.10869171,16
26295,0.276923077,26.11233366,17
26296,0.269230769,26.10777749,16
26297,0.276923077,26.11145896,17
26298,0.269230769,26.10691442,16
26299,0.276923077,26.11062606,17
26300,0.269230769,26.1060895,16
26301,0.276923077,26.10982435,17
26302,0.269230769,26.10529274,17
26303,0.269230769,26.09382525,16
26304,0.276923077,26.10947797,17
26305,0.269230769,26.10371127,17
26306,0.269230769,26.09208392,17
26307,0.269230769,26.09241307,17
26308,0.269230769,26.09162665,17
26309,0.269230769,26.09074005,17
26310,0.269230769,26.08978882,17
26311,0.269230769,26.08882949,17
26312,0.269230769,26.08789269,17
26313,0.269230769,26.0869946,17
26314,0.269230769,26.08614273,17
26315,0.269230769,26.0853394,17
26316,0.269230769,26.08458383,17
26317,0.269230769,26.0838735,17
26318,0.269230769,26.083205,17
26319,0.269230769,26.08257451,17
26320,0.269230769,26.08197817,17
26321,0.269230769,26.0814122,17
26322,0.269230769,26.08087307,17
26323,0.269230769,26.08035752,17
26324,0.269230769,26.07986259,17
26325,0.269230769,26.07938563,17
26326,0.269230769,26.07892427,17
26327,0.269230769,26.07847642,17
26328,0.269230769,26.07804023,17
26329,0.269230769,26.0776141,17
26330,0.269230769,26.07719661,17
26331,0.269230769,26.07678652,17
26332,0.269230769,26.07638278,17
26333,0.269230769,26.07598445,17
26334,0.269230769,26.07559074,17
26335,0.269230769,26.07520094,17
26336,0.269230769,26.07481446,17
26337,0.269230769,26.07443078,17
26338,0.269230769,26.07404946,17
26339,0.269230769,26.07367011,17
26340,0.269230769,26.07329239,17
26341,0.269230769,26.07291604,17
26342,0.269230769,26.07254079,17
26343,0.269230769,26.07216643,17
26344,0.269230769,26.07179279,17
26345,0.269230769,26.07141971,17
26346,0.269230769,26.07104704,17
26347,0.269230769,26.07067468,17
26348,0.269230769,26.07030251,17
26349,0.269230769,26.06993046,17
26350,0.269230769,26.06955844,17
26351,0.269230769,26.06918639,16
26352,0.276923077,26.08588485,17
26353,0.269230769,26.07880616,16
26354,0.276923077,26.08432376,17
26355,0.269230769,26.07885519,16
26356,0.276923077,26.08451498,17
26357,0.269230769,26.07930672,16
26358,0.276923077,26.0848714,17
26359,0.269230769,26.07972892,16
26360,0.276923077,26.08512169,17
26361,0.269230769,26.07997225,16
26362,0.276923077,26.08519437,17
26363,0.269230769,26.08001215,16
26364,0.276923077,26.08508966,16
26365,0.276923077,26.09623907,16
26366,0.276923077,26.09503363,16
26367,0.276923077,26.09520066,16
26368,0.276923077,26.09547741,16
26369,0.276923077,26.09582314,16
26370,0.276923077,26.09616779,16
26371,0.276923077,26.09647619,16
26372,0.276923077,26.09673076,16
26373,0.276923077,26.0969242,16
26374,0.276923077,26.09705521,16
26375,0.276923077,26.09712588,16
26376,0.276923077,26.09714015,16
26377,0.276923077,26.09710285,16
26378,0.276923077,26.09701908,16
26379,0.276923077,26.09689387,16
26380,0.276923077,26.09673201,16
26381,0.276923077,26.09653792,16
26382,0.276923077,26.09631561,16
26383,0.276923077,26.09606865,16
26384,0.276923077,26.09580024,16
26385,0.276923077,26.09551317,16
26386,0.276923077,26.0952099,16
26387,0.276923077,26.09489254,16
26388,0.276923077,26.09456295,16
26389,0.276923077,26.09422273,16
26390,0.276923077,26.09387326,16
26391,0.276923077,26.09351572,16
26392,0.276923077,26.09315114,16
26393,0.276923077,26.09278039,16
26394,0.276923077,26.09240421,16
26395,0.276923077,26.09202326,16
26396,0.276923077,26.09163808,16
26397,0.276923077,26.09124914,16
26398,0.276923077,26.09085685,16
26399,0.276923077,26.09046155,16
26400,0.276923077,26.09006355,16
26401,0.276923077,26.08966309,16
26402,0.276923077,26.0892604,16
26403,0.276923077,26.08885566,16
26404,0.276923077,26.08844904,16
26405,0.276923077,26.08804068,16
26406,0.276923077,26.0876307,16
26407,0.276923077,26.0872192,16
26408,0.276923077,26.08680628,16
26409,0.276923077,26.08639202,16
26410,0.276923077,26.0859765,16
26411,0.276923077,26.08555976,16
26412,0.276923077,26.08514188,16
26413,0.276923077,26.08472289,16
26414,0.276923077,26.08430284,16
26415,0.276923077,26.08388178,16
26416,0.276923077,26.08345973,16
26417,0.276923077,26.08303674,16
26418,0.276923077,26.08261282,16
26419,0.276923077,26.08218801,16
26420,0.276923077,26.08176233,16
26421,0.276923077,26.0813358,16
26422,0.276923077,26.08090844,16
26423,0.276923077,26.08048028,16
26424,0.276923077,26.08005133,16
26425,0.276923077,26.07962161,16
26426,0.276923077,26.07919113,16
26427,0.276923077,26.07875991,16
26428,0.276923077,26.07832796,16
26429,0.276923077,26.0778953,16
26430,0.276923077,26.07746193,16
26431,0.276923077,26.07702788,16
26432,0.276923077,26.07659315,16
26433,0.276923077,26.07615776,16
26434,0.276923077,26.0757217,16
26435,0.276923077,26.075285,16
26436,0.276923077,26.07484767,16
26437,0.276923077,26.0744097,16
26438,0.276923077,26.07397112,16
26439,0.276923077,26.07353192,16
26440,0.276923077,26.07309213,16
26441,0.276923077,26.07265173,16
26442,0.276923077,26.07221075,16
26443,0.276923077,26.07176919,16
26444,0.276923077,26.07132706,16
26445,0.276923077,26.07088436,16
26446,0.276923077,26.07044109,16
26447,0.276923077,26.06999728,16
26448,0.276923077,26.06955291,16
26449,0.276923077,26.06910801,16
26450,0.276923077,26.06866256,16
26451,0.276923077,26.06821658,16
26452,0.276923077,26.06777008,15
26453,0.284615385,26.08821318,15
26454,0.284615385,26.09794124,15
26455,0.284615385,26.09638439,15
26456,0.284615385,26.09663213,15
26457,0.284615385,26.09719608,15
26458,0.284615385,26.09789589,15
26459,0.284615385,26.09859968,15
26460,0.284615385,26.09924336,15
26461,0.284615385,26.09979679,15
26462,0.284615385,26.10024863,15
26463,0.284615385,26.10059796,15
26464,0.284615385,26.10084949,15
26465,0.284615385,26.1010107,15
26466,0.284615385,26.10109028,15
26467,0.284615385,26.10109709,15
26468,0.284615385,26.1010397,15
26469,0.284615385,26.10092607,15
26470,0.284615385,26.1007634,15
26471,0.284615385,26.10055818,15
26472,0.284615385,26.1003161,14
26473,0.292307692,26.12495174,14
26474,0.292307692,26.13513289,14
26475,0.292307692,26.13383177,14
26476,0.292307692,26.13432472,14
26477,0.292307692,26.13507298,14
26478,0.292307692,26.13589569,14
26479,0.292307692,26.13667138,14
26480,0.292307692,26.13734964,14
26481,0.292307692,26.13791185,14
26482,0.292307692,26.13835551,14
26483,0.292307692,26.13868606,14
26484,0.292307692,26.13891256,14
26485,0.292307692,26.13904545,14
26486,0.292307692,26.13909523,14
26487,0.292307692,26.1390719,14
26488,0.292307692,26.13898465,14
26489,0.292307692,26.13884172,14
26490,0.292307692,26.13865041,14
26491,0.292307692,26.13841714,14
26492,0.292307692,26.1381475,14
26493,0.292307692,26.13784633,14
26494,0.292307692,26.13751781,14
26495,0.292307692,26.13716555,14
26496,0.292307692,26.13679266,14
26497,0.292307692,26.1364018,14
26498,0.292307692,26.13599526,14
26499,0.292307692,26.135575,14
26500,0.292307692,26.1351427,14
26501,0.292307692,26.13469981,14
26502,0.292307692,26.13424756,14
26503,0.292307692,26.13378702,14
26504,0.292307692,26.1333191,14
26505,0.292307692,26.1328446,14
26506,0.292307692,26.13236417,14
26507,0.292307692,26.13187842,14
26508,0.292307692,26.13138785,14
26509,0.292307692,26.13089288,14
26510,0.292307692,26.13039391,14
26511,0.292307692,26.12989126,14
26512,0.292307692,26.12938523,14
26513,0.292307692,26.12887606,14
26514,0.292307692,26.12836398,14
26515,0.292307692,26.12784919,14
26516,0.292307692,26.12733185,14
26517,0.292307692,26.12681213,14
26518,0.292307692,26.12629015,14
26519,0.292307692,26.12576605,14
26520,0.292307692,26.12523994,14
26521,0.292307692,26.12471192,14
26522,0.292307692,26.12418207,14
26523,0.292307692,26.12365049,14
26524,0.292307692,26.12311725,14
26525,0.292307692,26.12258242,15
26526,0.284615385,26.10098814,14
26527,0.292307692,26.10916126,14
26528,0.292307692,26.12142275,15
26529,0.284615385,26.09817381,15
26530,0.284615385,26.08526478,14
26531,0.292307692,26.10660356,14
26532,0.292307692,26.11709428,15
26533,0.284615385,26.09333784,15
26534,0.284615385,26.08073195,14
26535,0.292307692,26.10251707,14
26536,0.292307692,26.1129733,15
26537,0.284615385,26.08922542,15
26538,0.284615385,26.0769828,14
26539,0.292307692,26.09913469,14
26540,0.292307692,26.10961078,15
26541,0.284615385,26.08588308,15
26542,0.284615385,26.07388063,14
26543,0.292307692,26.09627284,14
26544,0.292307692,26.1067466,15
26545,0.284615385,26.08301215,15
26546,0.284615385,26.07116335,14
26547,0.292307692,26.09371582,14
26548,0.292307692,26.10416717,15
26549,0.284615385,26.08040542,15
26550,0.284615385,26.06866096,14
26551,0.292307692,26.0913291,14
26552,0.292307692,26.10174476,15
26553,0.284615385,26.07794264,15
26554,0.284615385,26.0662765,14
26555,0.292307692,26.08903679,14
26556,0.292307692,26.09940797,15
26557,0.284615385,26.07555736,15
26558,0.284615385,26.06395677,14
26559,0.292307692,26.08679733,14
26560,0.292307692,26.09711783,15
26561,0.284615385,26.07321352,15
26562,0.284615385,26.06167305,14
26563,0.292307692,26.08458822,14
26564,0.292307692,26.09485321,15
26565,0.284615385,26.07089172,15
26566,0.284615385,26.05940985,14
26567,0.292307692,26.08239726,14
26568,0.292307692,26.09260266,15
26569,0.284615385,26.0685815,15
26570,0.284615385,26.05715881,14
26571,0.292307692,26.08021779,14
26572,0.292307692,26.09035985,15
26573,0.284615385,26.0662771,15
26574,0.284615385,26.05491532,14
26575,0.292307692,26.07804603,14
26576,0.292307692,26.0881212,15
26577,0.284615385,26.06397527,15
26578,0.284615385,26.05267671,14
26579,0.292307692,26.07587978,14
26580,0.292307692,26.08588458,15
26581,0.284615385,26.06167406,15
26582,0.284615385,26.05044137,14
26583,0.292307692,26.07371764,14
26584,0.292307692,26.08364859,15
26585,0.284615385,26.05937221,15
26586,0.284615385,26.04820825,14
26587,0.292307692,26.07155866,14
26588,0.292307692,26.08141229,15
26589,0.284615385,26.05706883,15
26590,0.284615385,26.04597656,14
26591,0.292307692,26.06940213,14
26592,0.292307692,26.07917494,15
26593,0.284615385,26.0547632,15
26594,0.284615385,26.0437457,14
26595,0.292307692,26.06724748,14
26596,0.292307692,26.07693591,15
26597,0.284615385,26.05245475,15
26598,0.284615385,26.04151517,14
26599,0.292307692,26.06509422,14
26600,0.292307692,26.07469469,15
26601,0.284615385,26.05014297,15
26602,0.284615385,26.03928451,14
26603,0.292307692,26.06294193,14
26604,0.292307692,26.07245082,15
26605,0.284615385,26.04782738,15
26606,0.284615385,26.03705332,14
26607,0.292307692,26.06079022,14
26608,0.292307692,26.07020384,15
26609,0.284615385,26.04550757,15
26610,0.284615385,26.03482124,14
26611,0.292307692,26.05863875,14
26612,0.292307692,26.06795339,15
26613,0.284615385,26.04318313,15
26614,0.284615385,26.03258793,14
26615,0.292307692,26.05648721,14
26616,0.292307692,26.06569909,15
26617,0.284615385,26.04085371,15
26618,0.284615385,26.03035309,14
26619,0.292307692,26.0543353,14
26620,0.292307692,26.06344062,15
26621,0.284615385,26.03851896,15
26622,0.284615385,26.02811643,14
26623,0.292307692,26.05218276,14
26624,0.292307692,26.06117766,15
26625,0.284615385,26.03617856,15
26626,0.284615385,26.0258777,14
26627,0.292307692,26.05002936,14
26628,0.292307692,26.05890992,15
26629,0.284615385,26.03383223,15
26630,0.284615385,26.02363666,14
26631,0.292307692,26.04787486,14
26632,0.292307692,26.05663715,15
26633,0.284615385,26.03147968,15
26634,0.284615385,26.02139308,14
26635,0.292307692,26.04571908,14
26636,0.292307692,26.05435911,15
26637,0.284615385,26.02912065,15
26638,0.284615385,26.01914676,14
26639,0.292307692,26.04356181,14
26640,0.292307692,26.05207556,15
26641,0.284615385,26.02675492,15
26642,0.284615385,26.01689752,14
26643,0.292307692,26.0414029,14
26644,0.292307692,26.0497863,15
26645,0.284615385,26.02438226,15
26646,0.284615385,26.01464519,14
26647,0.292307692,26.03924219,14
26648,0.292307692,26.04749114,15
26649,0.284615385,26.02200245,15
26650,0.284615385,26.0123896,14
26651,0.292307692,26.03707952,14
26652,0.292307692,26.04518989,15
26653,0.284615385,26.0196153,15
26654,0.284615385,26.0101306,14
26655,0.292307692,26.03491478,14
26656,0.292307692,26.0428824,15
26657,0.284615385,26.01722064,15
26658,0.284615385,26.00786806,14
26659,0.292307692,26.03274784,14
26660,0.292307692,26.04056851,15
26661,0.284615385,26.01481827,15
26662,0.284615385,26.00560186,14
26663,0.292307692,26.03057859,14
26664,0.292307692,26.03824808,15
26665,0.284615385,26.01240805,15
26666,0.284615385,26.00333186,14
26667,0.292307692,26.02840692,14
26668,0.292307692,26.03592098,15
26669,0.284615385,26.00998981,15
26670,0.284615385,26.00105796,14
26671,0.292307692,26.02623273,14
26672,0.292307692,26.03358709,15
26673,0.284615385,26.00756341,15
26674,0.284615385,25.99878006,14
26675,0.292307692,26.02405594,14
26676,0.292307692,26.03124629,15
26677,0.284615385,26.00512871,15
26678,0.284615385,25.99649804,14
26679,0.292307692,26.02187645,14
26680,0.292307692,26.02889848,15
26681,0.284615385,26.00268557,15
26682,0.284615385,25.99421183,14
26683,0.292307692,26.01969419,14
26684,0.292307692,26.02654356,15
26685,0.284615385,26.00023387,15
26686,0.284615385,25.99192132,14
26687,0.292307692,26.01750909,14
26688,0.292307692,26.02418144,15
26689,0.284615385,25.99777349,15
26690,0.284615385,25.98962643,14
26691,0.292307692,26.01532107,14
26692,0.292307692,26.02181205,15
26693,0.284615385,25.99530431,15
26694,0.284615385,25.98732708,14
26695,0.292307692,26.01313006,14
26696,0.292307692,26.0194353,15
26697,0.284615385,25.99282621,15
26698,0.284615385,25.98502318,14
26699,0.292307692,26.010936,14
26700,0.292307692,26.01705112,15
26701,0.284615385,25.9903391,15
26702,0.284615385,25.98271467,14
26703,0.292307692,26.00873882,14
26704,0.292307692,26.01465945,15
26705,0.284615385,25.98784286,15
26706,0.284615385,25.98040145,14
26707,0.292307692,26.00653848,14
26708,0.292307692,26.01226024,15
26709,0.284615385,25.98533741,15
26710,0.284615385,25.97808347,14
26711,0.292307692,26.0043349,14
26712,0.292307692,26.00985342,15
26713,0.284615385,25.98282263,15
26714,0.284615385,25.97576064,14
26715,0.292307692,26.00212804,14
26716,0.292307692,26.00743896,15
26717,0.284615385,25.98029844,15
26718,0.284615385,25.9734329,14
26719,0.292307692,25.99991784,14
26720,0.292307692,26.00501681,15
26721,0.284615385,25.97776475,15
26722,0.284615385,25.97110018,14
26723,0.292307692,25.99770425,14
26724,0.292307692,26.00258694,15
26725,0.284615385,25.97522147,15
26726,0.284615385,25.9687624,14
26727,0.292307692,25.99548722,14
26728,0.292307692,26.00014931,15
26729,0.284615385,25.97266853,15
26730,0.284615385,25.9664195,14
26731,0.292307692,25.99326669,14
26732,0.292307692,25.99770391,15
26733,0.284615385,25.97010583,15
26734,0.284615385,25.96407141,14
26735,0.292307692,25.99104263,14
26736,0.292307692,25.99525071,15
26737,0.284615385,25.96753331,15
26738,0.284615385,25.96171805,14
26739,0.292307692,25.98881497,14
26740,0.292307692,25.9927897,15
26741,0.284615385,25.96495089,15
26742,0.284615385,25.95935937,14
26743,0.292307692,25.98658367,14
26744,0.292307692,25.99032087,15
26745,0.284615385,25.96235851,15
26746,0.284615385,25.95699529,14
26747,0.292307692,25.9843487,14
26748,0.292307692,25.98784422,15
26749,0.284615385,25.9597561,15
26750,0.284615385,25.95462575,14
26751,0.292307692,25.98210999,14
26752,0.292307692,25.98535976,15
26753,0.284615385,25.95714359,15
26754,0.284615385,25.95225068,14
26755,0.292307692,25.97986751,14
26756,0.292307692,25.9828675,15
26757,0.284615385,25.95452093,15
26758,0.284615385,25.94987001,14
26759,0.292307692,25.97762121,14
26760,0.292307692,25.98036746,15
26761,0.284615385,25.95188807,15
26762,0.284615385,25.94748367,14
26763,0.292307692,25.97537105,14
26764,0.292307692,25.97785965,15
26765,0.284615385,25.94924497,15
26766,0.284615385,25.94509159,14
26767,0.292307692,25.97311698,14
26768,0.292307692,25.97534412,15
26769,0.284615385,25.94659157,15
26770,0.284615385,25.94269371,14
26771,0.292307692,25.97085897,14
26772,0.292307692,25.97282091,15
26773,0.284615385,25.94392785,15
26774,0.284615385,25.94028996,14
26775,0.292307692,25.96859697,14
26776,0.292307692,25.97029005,15
26777,0.284615385,25.94125377,15
26778,0.284615385,25.93788027,14
26779,0.292307692,25.96633094,14
26780,0.292307692,25.96775161,15
26781,0.284615385,25.93856931,15
26782,0.284615385,25.93546458,14
26783,0.292307692,25.96406085,14
26784,0.292307692,25.96520565,15
26785,0.284615385,25.93587445,15
26786,0.284615385,25.93304282,14
26787,0.292307692,25.96178665,14
26788,0.292307692,25.96265224,15
26789,0.284615385,25.93316919,15
26790,0.284615385,25.93061492,14
26791,0.292307692,25.95950831,14
26792,0.292307692,25.96009145,15
26793,0.284615385,25.93045351,15
26794,0.284615385,25.92818081,14
26795,0.292307692,25.9572258,14
26796,0.292307692,25.95752339,15
26797,0.284615385,25.92772743,15
26798,0.284615385,25.92574045,14
26799,0.292307692,25.95493908,14
26800,0.292307692,25.95494814,15
26801,0.284615385,25.92499097,15
26802,0.284615385,25.92329376,14
26803,0.292307692,25.95264811,14
26804,0.292307692,25.95236582,15
26805,0.284615385,25.92224415,15
26806,0.284615385,25.92084068,14
26807,0.292307692,25.95035288,14
26808,0.292307692,25.94977654,15
26809,0.284615385,25.91948701,15
26810,0.284615385,25.91838115,14
26811,0.292307692,25.94805335,14
26812,0.292307692,25.94718043,15
26813,0.284615385,25.91671959,15
26814,0.284615385,25.91591512,14
26815,0.292307692,25.9457495,14
26816,0.292307692,25.94457764,15
26817,0.284615385,25.91394196,15
26818,0.284615385,25.91344254,14
26819,0.292307692,25.94344131,14
26820,0.292307692,25.9419683,15
26821,0.284615385,25.91115418,15
26822,0.284615385,25.91096334,14
26823,0.292307692,25.94112875,14
26824,0.292307692,25.93935259,15
26825,0.284615385,25.90835634,14
26826,0.292307692,25.93859471,14
26827,0.292307692,25.93759603,15
26828,0.284615385,25.90692319,14
26829,0.292307692,25.93707544,14
26830,0.292307692,25.9360291,14
26831,0.292307692,25.93487533,14
26832,0.292307692,25.934557,14
26833,0.292307692,25.93427114,14
26834,0.292307692,25.93399436,14
26835,0.292307692,25.93370207,14
26836,0.292307692,25.93338414,14
26837,0.292307692,25.93303726,14
26838,0.292307692,25.93266161,14
26839,0.292307692,25.932259,14
26840,0.292307692,25.93183183,14
26841,0.292307692,25.93138264,14
26842,0.292307692,25.93091382,14
26843,0.292307692,25.93042752,14
26844,0.292307692,25.92992562,14
26845,0.292307692,25.92940978,14
26846,0.292307692,25.92888142,14
26847,0.292307692,25.92834177,14
26848,0.292307692,25.9277919,14
26849,0.292307692,25.92723277,14
26850,0.292307692,25.9266652,14
26851,0.292307692,25.92608994,14
26852,0.292307692,25.92550765,14
26853,0.292307692,25.92491892,14
26854,0.292307692,25.9243243,14
26855,0.292307692,25.92372426,14
26856,0.292307692,25.92311925,14
26857,0.292307692,25.92250965,14
26858,0.292307692,25.92189584,14
26859,0.292307692,25.92127812,14
26860,0.292307692,25.92065681,14
26861,0.292307692,25.92003216,14
26862,0.292307692,25.91940442,14
26863,0.292307692,25.9187738,14
26864,0.292307692,25.91814049,14
26865,0.292307692,25.91750468,14
26866,0.292307692,25.91686652,14
26867,0.292307692,25.91622616,14
26868,0.292307692,25.91558371,14
26869,0.292307692,25.9149393,14
26870,0.292307692,25.91429303,14
26871,0.292307692,25.913645,14
26872,0.292307692,25.91299527,14
26873,0.292307692,25.91234394,14
26874,0.292307692,25.91169107,14
26875,0.292307692,25.91103671,14
26876,0.292307692,25.91038093,14
26877,0.292307692,25.90972377,14
26878,0.292307692,25.90906528,14
26879,0.292307692,25.90840549,14
26880,0.292307692,25.90774446,14
26881,0.292307692,25.9070822,14
26882,0.292307692,25.90641876,14
26883,0.292307692,25.90575416,14
26884,0.292307692,25.90508843,14
26885,0.292307692,25.90442159,14
26886,0.292307692,25.90375367,14
26887,0.292307692,25.90308469,14
26888,0.292307692,25.90241467,14
26889,0.292307692,25.90174364,14
26890,0.292307692,25.9010716,14
26891,0.292307692,25.90039859,14
26892,0.292307692,25.89972461,14
26893,0.292307692,25.89904968,14
26894,0.292307692,25.89837383,14
26895,0.292307692,25.89769706,14
26896,0.292307692,25.89701939,14
26897,0.292307692,25.89634084,14
26898,0.292307692,25.89566142,14
26899,0.292307692,25.89498115,14
26900,0.292307692,25.89430004,14
26901,0.292307692,25.89361811,14
26902,0.292307692,25.89293536,14
26903,0.292307692,25.89225182,14
26904,0.292307692,25.89156749,14
26905,0.292307692,25.8908824,14
26906,0.292307692,25.89019655,14
26907,0.292307692,25.88950995,14
26908,0.292307692,25.88882263,14
26909,0.292307692,25.88813459,14
