Iteration,Learning Rate,Total Error,Number Correct,Percent Correct
1,0.04,6.697453755816707,5,50.0%
2,0.04,6.432399426103309,5,50.0%
3,0.04,6.284453393394624,5,50.0%
4,0.04,6.173145184324861,5,50.0%
5,0.04,6.080387356022791,6,60.0%
6,0.04,5.9982260348651826,60.0%
7,0.04,5.922642569861748,6,60.0%
8,0.04,5.851916816685522,7,70.0%
9,0.04,5.785721604297555,7,70.0%
10,0.04,5.724314492268423,7,70.0%
