Iteration,Learning Rate,Total Error,Number Correct,Percent Correct
479,0.04,71.53035303794732,13,16.666666666666664%
480,0.04,71.52872866750283,13,16.666666666666664%
481,0.04,71.52710835596231,13,16.666666666666664%
482,0.04,71.52549207893672,13,16.666666666666664%
483,0.04,71.52387981229484,13,16.666666666666664%
484,0.04,71.5222715321578,13,16.666666666666664%
485,0.04,71.5206672148991,13,16.666666666666664%
486,0.04,71.51906683713808,13,16.666666666666664%
487,0.04,71.51747037573851,13,16.666666666666664%
488,0.04,71.51587780780497,13,16.666666666666664%
489,0.04,71.51428911067855,13,16.666666666666664%
490,0.04,71.5127042619362,13,16.666666666666664%
491,0.04,71.51112323938484,13,16.666666666666664%
492,0.04,71.50954602106012,13,16.666666666666664%
493,0.04,71.507972585222,13,16.666666666666664%
494,0.04,71.50640291035319,13,16.666666666666664%
495,0.04,71.50483697515463,13,16.666666666666664%
496,0.04,71.50327475854395,13,16.666666666666664%
497,0.04,71.50171623965102,13,16.666666666666664%
498,0.04,71.50016139781607,13,16.666666666666664%
499,0.04,71.49861021258722,13,16.666666666666664%
500,0.04,71.49706266371577,13,16.666666666666664%
501,0.04,71.49551873115576,13,16.666666666666664%
502,0.04,71.49397839505876,13,16.666666666666664%
503,0.04,71.4924416357739,13,16.666666666666664%
504,0.04,71.49090843384215,13,16.666666666666664%
505,0.04,71.48937876999607,13,16.666666666666664%
506,0.04,71.4878526251554,13,16.666666666666664%
507,0.04,71.48632998042623,13,16.666666666666664%
508,0.04,71.48481081709684,13,16.666666666666664%
509,0.04,71.48329511663525,13,16.666666666666664%
510,0.04,71.48178286068818,13,16.666666666666664%
511,0.04,71.48027403107653,13,16.666666666666664%
512,0.04,71.47876860979446,13,16.666666666666664%
513,0.04,71.47726657900627,13,16.666666666666664%
514,0.04,71.47576792104383,13,16.666666666666664%
515,0.04,71.47427261840528,13,16.666666666666664%
516,0.04,71.47278065375093,13,16.666666666666664%
517,0.04,71.4712920099023,13,16.666666666666664%
518,0.04,71.46980666984008,13,16.666666666666664%
519,0.04,71.4683246166998,13,16.666666666666664%
520,0.04,71.46684583377237,13,16.666666666666664%
521,0.04,71.46537030450013,13,16.666666666666664%
522,0.04,71.46389801247466,13,16.666666666666664%
523,0.04,71.46242894143523,13,16.666666666666664%
524,0.04,71.46096307526749,13,16.666666666666664%
525,0.04,71.45950039799902,13,16.666666666666664%
526,0.04,71.45804089379968,13,16.666666666666664%
527,0.04,71.45658454697804,13,16.666666666666664%
528,0.04,71.45513134197988,13,16.666666666666664%
529,0.04,71.45368126338666,13,16.666666666666664%
530,0.04,71.45223429591303,13,16.666666666666664%
531,0.04,71.45079042440472,13,16.666666666666664%
532,0.04,71.44934963383709,13,16.666666666666664%
533,0.04,71.44791190931365,13,16.666666666666664%
534,0.04,71.44647723606268,13,16.666666666666664%
535,0.04,71.44504559943748,13,16.666666666666664%
536,0.04,71.44361698491267,13,16.666666666666664%
537,0.04,71.44219137808356,13,16.666666666666664%
538,0.04,71.44076876466433,13,16.666666666666664%
539,0.04,71.43934913048604,13,16.666666666666664%
540,0.04,71.43793246149437,13,16.666666666666664%
541,0.04,71.43651874374913,13,16.666666666666664%
542,0.04,71.43510796342193,13,16.666666666666664%
543,0.04,71.43370010679486,13,16.666666666666664%
544,0.04,71.43229516025835,13,16.666666666666664%
545,0.04,71.43089311030965,13,16.666666666666664%
546,0.04,71.4294939435522,13,16.666666666666664%
547,0.04,71.42809764669316,13,16.666666666666664%
548,0.04,71.42670420654167,13,16.666666666666664%
549,0.04,71.42531361000866,13,16.666666666666664%
550,0.04,71.42392584410419,13,16.666666666666664%
551,0.04,71.42254089593659,13,16.666666666666664%
552,0.04,71.42115875270976,13,16.666666666666664%
553,0.04,71.41977940172438,13,16.666666666666664%
554,0.04,71.41840283037392,13,16.666666666666664%
555,0.04,71.41702902614463,13,16.666666666666664%
