Iteration,Learning Rate,Total Error,Number Correct,Percent Correct
1,0.04,24.7874081677793,10,40.0%
2,0.04,23.320429090121227,9,36.0%
3,0.04,22.47932356906385,9,36.0%
4,0.04,21.558742467654582,10,40.0%
5,0.04,20.822460055338365,9,36.0%
6,0.04,20.39421790271765,9,36.0%
7,0.04,20.20629042655198,9,36.0%
8,0.04,20.094478987803588,32.0%
9,0.04,20.012760278005075,8,32.0%
10,0.04,19.94658797052722,8,32.0%
