Iteration,Learning Rate,Total Error,Number Correct,Percent Correct
1,0.04,7.3337971903382,6,60.0%
2,0.04,7.09715393926393,6,60.0%
3,0.04,6.947611618497922,6,60.0%
4,0.04,6.9067531785961265,7,70.0%
5,0.04,6.895609669903056,7,70.0%
6,0.04,6.884170209872676,7,70.0%
7,0.04,6.8718819666461257,70.0%
8,0.04,6.859847756841235,7,70.0%
9,0.04,6.848564890846391,7,70.0%
10,0.04,6.8381635480124245,7,70.0%
