161,214,185,0.4772,1.5913
192,236,213,0.1724,1.4806
108,144,124,0.819,5.7526
106,124,115,0.3535,4.332
111,137,123,0.4426,4.2354
193,239,214,0.3504,1.7646
204,247,224,0.8393,2.6582
88,125,104,0.4103,3.7003
105,131,117,0.3807,1.6908
157,223,188,0.9189,2.1518
148,191,167,0.5753,2.2246
193,235,213,0.7587,4.849
190,223,206,1.9839,1.9352
91,130,109,0.2914,1.7091
159,228,191,0.2026,1.1957
166,230,196,0.7797,3.7899
222,273,246,0.457,1.4987
