0.9,1.27,1.06
1.27,1.69,1.47
0.92,1.18,1.04
0.92,1.1,1
1.05,1.26,1.15
1.07,1.33,1.2
0.96,1.3,1.1
0.94,1.38,1.11
1.15,1.61,1.37
1.2,1.52,1.35
0.93,1.1,1
0.97,1.28,1.11
0.82,1.15,0.96
0.95,1.15,1.05
0.89,1.01,0.95
1.42,1.65,1.53
1.75,2.03,1.89
1.08,1.36,1.21
0.97,1.2,1.08
1,1.18,1.08
0.9,1.12,1
1.07,1.27,1.16
1.01,1.46,1.22
1.14,1.41,1.27
1.17,1.45,1.31
